[[1578144600, 0.7],
[1578231000, 0.71],
[1578317400, 0.71],
[1578403800, 0.71],
[1578490200, 0.71],
[1578576600, 0.72],
[1578663000, 0.72],
[1578749400, 0.72],
[1578835800, 0.72],
[1578922200, 0.72],
[1579008600, 0.72],
[1579095000, 0.73],
[1579181400, 0.73],
[1579267800, 0.73],
[1579354200, 0.73],
[1579440600, 0.73],
[1579527000, 0.74],
[1579613400, 0.74],
[1579699800, 0.75],
[1579786200, 0.75],
[1579872600, 0.75],
[1579959000, 0.75],
[1580045400, 0.75],
[1580131800, 0.75],
[1580218200, 0.75],
[1580304600, 0.75],
[1580391000, 0.75],
[1580477400, 0.75],
[1580563800, 0.76],
[1580650200, 0.76],
[1580736600, 0.76],
[1580823000, 0.76],
[1580909400, 0.76],
[1580995800, 0.75],
[1581082200, 0.76],
[1581168600, 0.76],
[1581255000, 0.76],
[1581341400, 0.76],
[1581427800, 0.76],
[1581514200, 0.76],
[1581600600, 0.76],
[1581687000, 0.76],
[1581773400, 0.75],
[1581859800, 0.75],
[1581946200, 0.75],
[1582032600, 0.75],
[1582119000, 0.75],
[1582205400, 0.75],
[1582291800, 0.75],
[1582378200, 0.75],
[1582464600, 0.75],
[1582551000, 0.75],
[1582637400, 0.75],
[1582723800, 0.75],
[1582810200, 0.75],
[1582896600, 0.75],
[1582983000, 0.75],
[1583069400, 0.75],
[1583155800, 0.75],
[1583242200, 0.74],
[1583328600, 0.74],
[1583415000, 0.74],
[1583501400, 0.75],
[1583587800, 0.74],
[1583674200, 0.74],
[1583760600, 0.74],
[1583847000, 0.74],
[1583933400, 0.74],
[1584019800, 0.74],
[1584106200, 0.74],
[1584192600, 0.74],
[1584279000, 0.74],
[1584365400, 0.73],
[1584451800, 0.73],
[1584538200, 0.73],
[1584624600, 0.73],
[1584711000, 0.72],
[1584797400, 0.72],
[1584883800, 0.72],
[1584970200, 0.72],
[1585056600, 0.71],
[1585143000, 0.71],
[1585229400, 0.71],
[1585315800, 0.71],
[1585402200, 0.71],
[1585488600, 0.7],
[1585575000, 0.7],
[1585661400, 0.7],
[1585747800, 0.7],
[1585834200, 0.69],
[1585920600, 0.69],
[1586007000, 0.69],
[1586097000, 0.69],
[1586183400, 0.69],
[1586269800, 0.68],
[1586356200, 0.68],
[1586442600, 0.68],
[1586529000, 0.68],
[1586615400, 0.67],
[1586701800, 0.67],
[1586788200, 0.68],
[1586874600, 0.68],
[1586961000, 0.68],
[1587047400, 0.68],
[1587133800, 0.68],
[1587220200, 0.69],
[1587306600, 0.69],
[1587393000, 0.69],
[1587479400, 0.69],
[1587565800, 0.69],
[1587652200, 0.69],
[1587738600, 0.69],
[1587825000, 0.69],
[1587911400, 0.69],
[1587997800, 0.68],
[1588084200, 0.68],
[1588170600, 0.67],
[1588257000, 0.68],
[1588343400, 0.68],
[1588429800, 0.68],
[1588516200, 0.68],
[1588602600, 0.68],
[1588689000, 0.67],
[1588775400, 0.67],
[1588861800, 0.68],
[1588948200, 0.67],
[1589034600, 0.67],
[1589121000, 0.67],
[1589207400, 0.67],
[1589293800, 0.66],
[1589380200, 0.66],
[1589466600, 0.66],
[1589553000, 0.66],
[1589639400, 0.65],
[1589725800, 0.65],
[1589812200, 0.64],
[1589898600, 0.64],
[1589985000, 0.64],
[1590071400, 0.63],
[1590157800, 0.63],
[1590244200, 0.63],
[1590330600, 0.63],
[1590417000, 0.63],
[1590503400, 0.63],
[1590589800, 0.62],
[1590676200, 0.62],
[1590762600, 0.62],
[1590849000, 0.62],
[1590935400, 0.62],
[1591021800, 0.61],
[1591108200, 0.61],
[1591194600, 0.6],
[1591281000, 0.61],
[1591367400, 0.61],
[1591453800, 0.61],
[1591540200, 0.61],
[1591626600, 0.61],
[1591713000, 0.6],
[1591799400, 0.6],
[1591885800, 0.6],
[1591972200, 0.6],
[1592058600, 0.6],
[1592145000, 0.6],
[1592231400, 0.6],
[1592317800, 0.6],
[1592404200, 0.59],
[1592490600, 0.59],
[1592577000, 0.59],
[1592663400, 0.59],
[1592749800, 0.59],
[1592836200, 0.58],
[1592922600, 0.58],
[1593009000, 0.58],
[1593095400, 0.58],
[1593181800, 0.57],
[1593268200, 0.57],
[1593354600, 0.57],
[1593441000, 0.56],
[1593527400, 0.56],
[1593613800, 0.56],
[1593700200, 0.56],
[1593786600, 0.56],
[1593873000, 0.55],
[1593959400, 0.55],
[1594045800, 0.55],
[1594132200, 0.55],
[1594218600, 0.54],
[1594305000, 0.54],
[1594391400, 0.54],
[1594477800, 0.54],
[1594564200, 0.54],
[1594650600, 0.54],
[1594737000, 0.54],
[1594823400, 0.54],
[1594909800, 0.54],
[1594996200, 0.54],
[1595082600, 0.53],
[1595169000, 0.53],
[1595255400, 0.53],
[1595341800, 0.53],
[1595428200, 0.53],
[1595514600, 0.53],
[1595601000, 0.53],
[1595687400, 0.53],
[1595773800, 0.53],
[1595860200, 0.53],
[1595946600, 0.53],
[1596033000, 0.53],
[1596119400, 0.53],
[1596205800, 0.54],
[1596292200, 0.54],
[1596378600, 0.54],
[1596465000, 0.54],
[1596551400, 0.54],
[1596637800, 0.54],
[1596724200, 0.54],
[1596810600, 0.54],
[1596897000, 0.54],
[1596983400, 0.54],
[1597069800, 0.54],
[1597156200, 0.54],
[1597242600, 0.54],
[1597329000, 0.54],
[1597415400, 0.54],
[1597501800, 0.54],
[1597588200, 0.54],
[1597674600, 0.54],
[1597761000, 0.54],
[1597847400, 0.54],
[1597933800, 0.54],
[1598020200, 0.54],
[1598106600, 0.54],
[1598193000, 0.54],
[1598279400, 0.54],
[1598365800, 0.54],
[1598452200, 0.54],
[1598538600, 0.54],
[1598625000, 0.54],
[1598711400, 0.54],
[1598797800, 0.54],
[1598884200, 0.54],
[1598970600, 0.54],
[1599057000, 0.54],
[1599143400, 0.54],
